Accuracy,Kappa,degree,scale,C,Resample
0.5245901639344263,0,1,0.001,0.25,Training1000
0.46174863387978143,-0.09057083219892918,2,0.001,0.25,Training1000
0.5245901639344263,0,3,0.001,0.25,Training1000
0.5218579234972678,-0.0037611659614481224,1,0.01,0.25,Training1000
0.5191256830601093,-0.009781790820165542,2,0.01,0.25,Training1000
0.5218579234972678,-0.0037611659614481224,3,0.01,0.25,Training1000
0.5273224043715847,0.008269899445540853,1,0.1,0.25,Training1000
0.5273224043715847,0.006589475666007731,2,0.1,0.25,Training1000
0.5300546448087432,0.02526941657376434,3,0.1,0.25,Training1000
0.5218579234972678,-0.0031951884221407684,1,0.001,0.5,Training1000
0.5245901639344263,0,2,0.001,0.5,Training1000
0.5245901639344263,5.649717514122771e-4,3,0.001,0.5,Training1000
0.5245901639344263,0.0011293054771317258,1,0.01,0.5,Training1000
0.5245901639344263,5.649717514122771e-4,2,0.01,0.5,Training1000
0.5191256830601093,-0.009781790820165542,3,0.01,0.5,Training1000
0.4426229508196721,-0.1277868406742795,1,0.1,0.5,Training1000
0.5245901639344263,0.0022560631697686115,2,0.1,0.5,Training1000
0.5355191256830601,0.032829695952247794,3,0.1,0.5,Training1000
0.5327868852459017,0.021390374331550846,1,0.001,1,Training1000
0.5245901639344263,5.649717514122771e-4,2,0.001,1,Training1000
0.5245901639344263,0,3,0.001,1,Training1000
0.5245901639344263,5.649717514122771e-4,1,0.01,1,Training1000
0.5245901639344263,5.649717514122771e-4,2,0.01,1,Training1000
0.5245901639344263,0.0011293054771317258,3,0.01,1,Training1000
0.5273224043715847,0.00715024931790394,1,0.1,1,Training1000
0.5300546448087432,0.012052730696798356,2,0.1,1,Training1000
0.5409836065573771,0.0452766908887647,3,0.1,1,Training1000
0.5245901639344263,-0.004194392759153332,1,0.001,0.25,Training1001
0.5355191256830601,0.023203240290118943,2,0.001,0.25,Training1001
0.5382513661202186,0.027422245982578256,3,0.001,0.25,Training1001
0.5273224043715847,6.313330597557646e-4,1,0.01,0.25,Training1001
0.5273224043715847,0,2,0.01,0.25,Training1001
0.5273224043715847,0,3,0.01,0.25,Training1001
0.5300546448087432,0.00734807152543465,1,0.1,0.25,Training1001
0.5327868852459017,0.0152931180968565,2,0.1,0.25,Training1001
0.5355191256830601,0.025650662407216078,3,0.1,0.25,Training1001
0.5136612021857924,-0.02340632756291429,1,0.001,0.5,Training1001
0.5273224043715847,0,2,0.001,0.5,Training1001
0.5300546448087432,0.006721575310044636,3,0.001,0.5,Training1001
0.5218579234972678,-0.009647214603234868,1,0.01,0.5,Training1001
0.5327868852459017,0.01899746073544618,2,0.01,0.5,Training1001
0.5273224043715847,6.313330597557646e-4,3,0.01,0.5,Training1001
0.5355191256830601,0.02074349208347765,1,0.1,0.5,Training1001
0.5300546448087432,0.008598696021921896,2,0.1,0.5,Training1001
0.5437158469945356,0.04613127750554023,3,0.1,0.5,Training1001
0.5273224043715847,0,1,0.001,1,Training1001
0.5245901639344263,-0.004194392759153332,2,0.001,1,Training1001
0.5273224043715847,0,3,0.001,1,Training1001
0.5300546448087432,0.009222827284459728,1,0.01,1,Training1001
0.5300546448087432,0.006721575310044636,2,0.01,1,Training1001
0.5273224043715847,0.0018916107065164015,3,0.01,1,Training1001
0.5300546448087432,0.00734807152543465,1,0.1,1,Training1001
0.5300546448087432,0.006721575310044636,2,0.1,1,Training1001
0.5437158469945356,0.03953612621389742,3,0.1,1,Training1001
0.5300546448087432,6.984570448916033e-4,1,0.001,0.25,Training1002
0.5081967213114754,-0.02853931180915497,2,0.001,0.25,Training1002
0.5300546448087432,0,3,0.001,0.25,Training1002
0.5327868852459017,0.009621166566446149,1,0.01,0.25,Training1002
0.5300546448087432,0.001395939086294616,2,0.01,0.25,Training1002
0.5300546448087432,0,3,0.01,0.25,Training1002
0.5355191256830601,0.01575550493545952,1,0.1,0.25,Training1002
0.45081967213114754,-0.11744691193000603,2,0.1,0.25,Training1002
0.5382513661202186,0.03663209045883555,3,0.1,0.25,Training1002
0.5300546448087432,0,1,0.001,0.5,Training1002
0.5300546448087432,0,2,0.001,0.5,Training1002
0.5300546448087432,0.001395939086294616,3,0.001,0.5,Training1002
0.5300546448087432,0.0027879863135216623,1,0.01,0.5,Training1002
0.46174863387978143,-0.093017615135069745,2,0.01,0.5,Training1002
0.5273224043715847,-0.005462571855051129,3,0.01,0.5,Training1002
0.5300546448087432,0,1,0.1,0.5,Training1002
0.5409836065573771,0.03405806208369987,2,0.1,0.5,Training1002
0.5273224043715847,1.2633041720622092e-4,3,0.1,0.5,Training1002
0.5300546448087432,0,1,0.001,1,Training1002
0.5300546448087432,0,2,0.001,1,Training1002
0.5300546448087432,0,3,0.001,1,Training1002
0.5245901639344263,-0.009511128019783094,1,0.01,1,Training1002
0.5300546448087432,6.984570448916033e-4,2,0.01,1,Training1002
0.5300546448087432,6.984570448916033e-4,3,0.01,1,Training1002
0.5355191256830601,0.015069967707212098,1,0.1,1,Training1002
0.5437158469945356,0.038811133826073235,2,0.1,1,Training1002
0.5491803278688525,0.045700199108751505,3,0.1,1,Training1002
0.5300546448087432,6.984570448916033e-4,1,0.001,0.25,Training1003
0.5273224043715847,-0.004059497002949589,2,0.001,0.25,Training1003
0.5382513661202186,0.029314836320266158,3,0.001,0.25,Training1003
0.5382513661202186,0.021885575128878287,1,0.01,0.25,Training1003
0.5327868852459017,0.006161272906278956,2,0.01,0.25,Training1003
0.5300546448087432,6.984570448916033e-4,3,0.01,0.25,Training1003
0.5327868852459017,0.00754812723985909,1,0.1,0.25,Training1003
0.5300546448087432,0,2,0.1,0.25,Training1003
0.5300546448087432,0,3,0.1,0.25,Training1003
0.5300546448087432,0.0027879863135216623,1,0.001,0.5,Training1003
0.5273224043715847,0.003587952034746529,2,0.001,0.5,Training1003
0.5382513661202186,0.022565658481084844,3,0.001,0.5,Training1003
0.5300546448087432,0.001395939086294616,1,0.01,0.5,Training1003
0.5273224043715847,-0.0026603325415676064,2,0.01,0.5,Training1003
0.5273224043715847,-0.004059497002949589,3,0.01,0.5,Training1003
0.5300546448087432,0,1,0.1,0.5,Training1003
0.5519125683060109,0.055097286065109184,2,0.1,0.5,Training1003
0.5409836065573771,0.03539156626506019,3,0.1,0.5,Training1003
0.5327868852459017,0.009621166566446149,1,0.001,1,Training1003
0.5300546448087432,6.984570448916033e-4,2,0.001,1,Training1003
0.4972677595628415,-0.05574716247570082,3,0.001,1,Training1003
0.5382513661202186,0.021885575128878287,1,0.01,1,Training1003
0.5300546448087432,0.004176157934700204,2,0.01,1,Training1003
0.5300546448087432,0.001395939086294616,3,0.01,1,Training1003
0.5300546448087432,0.002092448164352356,1,0.1,1,Training1003
0.5491803278688525,0.05163478752473397,2,0.1,1,Training1003
0.5437158469945356,0.03278792290407317,3,0.1,1,Training1003
0.4644808743169399,-0.1077892396071406,1,0.001,0.25,Training1004
0.5382513661202186,0.021885575128878287,2,0.001,0.25,Training1004
0.5300546448087432,0,3,0.001,0.25,Training1004
0.5300546448087432,0,1,0.01,0.25,Training1004
0.5300546448087432,0,2,0.01,0.25,Training1004
0.5300546448087432,0,3,0.01,0.25,Training1004
0.5300546448087432,6.984570448916033e-4,1,0.1,0.25,Training1004
0.5300546448087432,0,2,0.1,0.25,Training1004
0.546448087431694,0.05728649453823251,3,0.1,0.25,Training1004
0.5355191256830601,0.019848771266540676,1,0.001,0.5,Training1004
0.5300546448087432,6.984570448916033e-4,2,0.001,0.5,Training1004
0.5355191256830601,0.015069967707212098,3,0.001,0.5,Training1004
0.5300546448087432,0.001395939086294616,1,0.01,0.5,Training1004
0.5409836065573771,0.030708115265779636,2,0.01,0.5,Training1004
0.5273224043715847,-0.004059497002949589,3,0.01,0.5,Training1004
0.5409836065573771,0.03272086584445005,1,0.1,0.5,Training1004
0.5327868852459017,0.010310256491350204,2,0.1,0.5,Training1004
0.5519125683060109,0.06609410007468236,3,0.1,0.5,Training1004
0.5382513661202186,0.02595193852162134,1,0.001,1,Training1004
0.5546448087431693,0.06763979620541986,2,0.001,1,Training1004
0.5355191256830601,0.019848771266540676,3,0.001,1,Training1004
0.5382513661202186,0.025276560874909496,1,0.01,1,Training1004
0.5273224043715847,-0.005462571855051129,2,0.01,1,Training1004
0.5491803278688525,0.0490063305092753,3,0.01,1,Training1004
0.5300546448087432,0,1,0.1,1,Training1004
0.5382513661202186,0.021204544735259657,2,0.1,1,Training1004
0.5437158469945356,0.038811133826073235,3,0.1,1,Training1004
0.5273224043715847,-0.0033594269958480295,1,0.001,0.25,Training1005
0.5300546448087432,0.001395939086294616,2,0.001,0.25,Training1005
0.5027322404371585,-0.04788572866851254,3,0.001,0.25,Training1005
0.4207650273224044,-0.14903447458831878,1,0.01,0.25,Training1005
0.5491803278688525,0.05489999687001155,2,0.01,0.25,Training1005
0.5327868852459017,0.009621166566446149,3,0.01,0.25,Training1005
0.5327868852459017,0.010310256491350204,1,0.1,0.25,Training1005
0.5491803278688525,0.0535966149506347,2,0.1,0.25,Training1005
0.5546448087431693,0.0637770314804932,3,0.1,0.25,Training1005
0.5382513661202186,0.021885575128878287,1,0.001,0.5,Training1005
0.5300546448087432,0,2,0.001,0.5,Training1005
0.5300546448087432,0,3,0.001,0.5,Training1005
0.5327868852459017,0.006161272906278956,1,0.01,0.5,Training1005
0.5300546448087432,0,2,0.01,0.5,Training1005
0.5437158469945356,0.03547419914786169,3,0.01,0.5,Training1005
0.4098360655737705,-0.1691907240889731,1,0.1,0.5,Training1005
0.5573770491803278,0.06726654920714807,2,0.1,0.5,Training1005
0.546448087431694,0.04224730436975846,3,0.1,0.5,Training1005
0.5300546448087432,0,1,0.001,1,Training1005
0.5409836065573771,0.02936162151922734,2,0.001,1,Training1005
0.46174863387978143,-0.093017615135069745,3,0.001,1,Training1005
0.5300546448087432,0.001395939086294616,1,0.01,1,Training1005
0.5327868852459017,0.013741372246210186,2,0.01,1,Training1005
0.5355191256830601,0.013696024348487807,3,0.01,1,Training1005
0.5300546448087432,0,1,0.1,1,Training1005
0.5601092896174863,0.07653972731546758,2,0.1,1,Training1005
0.5273224043715847,-0.005462571855051129,3,0.1,1,Training1005
0.5273224043715847,-0.0026603325415676064,1,0.001,0.25,Training1006
0.5300546448087432,0,2,0.001,0.25,Training1006
0.546448087431694,0.04091684031066512,3,0.001,0.25,Training1006
0.46174863387978143,-0.1003571101547477,1,0.01,0.25,Training1006
0.5300546448087432,0.0027879863135216623,2,0.01,0.25,Training1006
0.5437158469945356,0.034804029940308935,3,0.01,0.25,Training1006
0.5300546448087432,0,1,0.1,0.25,Training1006
0.5546448087431693,0.07019731305133867,2,0.1,0.25,Training1006
0.5519125683060109,0.05900796388035351,3,0.1,0.25,Training1006
0.5327868852459017,0.006161272906278956,1,0.001,0.5,Training1006
0.5491803278688525,0.054248754972280606,2,0.001,0.5,Training1006
0.5382513661202186,0.029314836320266158,3,0.001,0.5,Training1006
0.5300546448087432,0,1,0.01,0.5,Training1006
0.5300546448087432,0.001395939086294616,2,0.01,0.5,Training1006
0.5300546448087432,0.004176157934700204,3,0.01,0.5,Training1006
0.5327868852459017,0.00754812723985909,1,0.1,0.5,Training1006
0.49453551912568305,-0.05892840386600364,2,0.1,0.5,Training1006
0.5519125683060109,0.06481366072541422,3,0.1,0.5,Training1006
0.5300546448087432,6.984570448916033e-4,1,0.001,1,Training1006
0.5437158469945356,0.04146410312705842,2,0.001,1,Training1006
0.5655737704918032,0.09114477588630313,3,0.001,1,Training1006
0.5300546448087432,0,1,0.01,1,Training1006
0.5382513661202186,0.023244796765941364,2,0.01,1,Training1006
0.5273224043715847,-0.005462571855051129,3,0.01,1,Training1006
0.5273224043715847,-5.688821465818129e-4,1,0.1,1,Training1006
0.5546448087431693,0.06828049351866293,2,0.1,1,Training1006
0.5573770491803278,0.07240300375469327,3,0.1,1,Training1006
0.5300546448087432,0,1,0.001,0.25,Training1007
0.5327868852459017,0.008931116389548795,2,0.001,0.25,Training1007
0.47540983606557374,-0.0800442641091851,3,0.001,0.25,Training1007
0.5300546448087432,0,1,0.01,0.25,Training1007
0.546448087431694,0.04224730436975846,2,0.01,0.25,Training1007
0.5300546448087432,0,3,0.01,0.25,Training1007
0.5355191256830601,0.017123720460002632,1,0.1,0.25,Training1007
0.5546448087431693,0.06506817113305102,2,0.1,0.25,Training1007
0.5491803278688525,0.045700199108751505,3,0.1,0.25,Training1007
0.546448087431694,0.04091684031066512,1,0.001,0.5,Training1007
0.5300546448087432,0,2,0.001,0.5,Training1007
0.5300546448087432,6.984570448916033e-4,3,0.001,0.5,Training1007
0.5327868852459017,0.006161272906278956,1,0.01,0.5,Training1007
0.5300546448087432,0.001395939086294616,2,0.01,0.5,Training1007
0.5327868852459017,0.010310256491350204,3,0.01,0.5,Training1007
0.5273224043715847,-5.688821465818129e-4,1,0.1,0.5,Training1007
0.5655737704918032,0.08926726971110184,2,0.1,0.5,Training1007
0.5519125683060109,0.059656598571249456,3,0.1,0.5,Training1007
0.5382513661202186,0.021885575128878287,1,0.001,1,Training1007
0.5300546448087432,0.001395939086294616,2,0.001,1,Training1007
0.5355191256830601,0.01575550493545952,3,0.001,1,Training1007
0.5409836065573771,0.027334851936218832,1,0.01,1,Training1007
0.5300546448087432,0,2,0.01,1,Training1007
0.5573770491803278,0.06726654920714807,3,0.01,1,Training1007
0.5273224043715847,-5.688821465818129e-4,1,0.1,1,Training1007
0.5519125683060109,0.05444234404536846,2,0.1,1,Training1007
0.5491803278688525,0.045700199108751505,3,0.1,1,Training1007
0.5273224043715847,-0.004059497002949589,1,0.001,0.25,Training1008
0.5109289617486339,-0.03168404144751356,2,0.001,0.25,Training1008
0.5382513661202186,0.02864411570715174,3,0.001,0.25,Training1008
0.5300546448087432,0,1,0.01,0.25,Training1008
0.5163934426229508,-0.02441569942123404,2,0.01,0.25,Training1008
0.546448087431694,0.04091684031066512,3,0.01,0.25,Training1008
0.5300546448087432,0,1,0.1,0.25,Training1008
0.5628415300546448,0.08259180348414584,2,0.1,0.25,Training1008
0.5546448087431693,0.06955925013256785,3,0.1,0.25,Training1008
0.5300546448087432,0,1,0.001,0.5,Training1008
0.5437158469945356,0.03413292879491817,2,0.001,0.5,Training1008
0.5300546448087432,6.984570448916033e-4,3,0.001,0.5,Training1008
0.5273224043715847,-0.0033594269958480295,1,0.01,0.5,Training1008
0.5300546448087432,0.001395939086294616,2,0.01,0.5,Training1008
0.5546448087431693,0.061833621638622174,3,0.01,0.5,Training1008
0.5273224043715847,-5.688821465818129e-4,1,0.1,0.5,Training1008
0.5546448087431693,0.0637770314804932,2,0.1,0.5,Training1008
0.5546448087431693,0.07274083745220535,3,0.1,0.5,Training1008
0.5382513661202186,0.021885575128878287,1,0.001,1,Training1008
0.5300546448087432,0,2,0.001,1,Training1008
0.5437158469945356,0.034804029940308935,3,0.001,1,Training1008
0.5437158469945356,0.034804029940308935,1,0.01,1,Training1008
0.5327868852459017,0.010998388167251516,2,0.01,1,Training1008
0.5491803278688525,0.04768663071246101,3,0.01,1,Training1008
0.5437158469945356,0.03814559531677848,1,0.1,1,Training1008
0.5601092896174863,0.07717605788204329,2,0.1,1,Training1008
0.5546448087431693,0.06506817113305102,3,0.1,1,Training1008
0.5573770491803278,0.07304108561065578,1,0.001,0.25,Training1009
0.5300546448087432,0,2,0.001,0.25,Training1009
0.5300546448087432,0,3,0.001,0.25,Training1009
0.5273224043715847,-0.004059497002949589,1,0.01,0.25,Training1009
0.5300546448087432,6.984570448916033e-4,2,0.01,0.25,Training1009
0.5437158469945356,0.03547419914786169,3,0.01,0.25,Training1009
0.5437158469945356,0.038811133826073235,1,0.1,0.25,Training1009
0.5546448087431693,0.061833621638622174,2,0.1,0.25,Training1009
0.5655737704918032,0.10224923637036805,3,0.1,0.25,Training1009
0.5300546448087432,0,1,0.001,0.5,Training1009
0.5409836065573771,0.03539156626506019,2,0.001,0.5,Training1009
0.5300546448087432,0,3,0.001,0.5,Training1009
0.5409836065573771,0.03539156626506019,1,0.01,0.5,Training1009
0.546448087431694,0.04291115311909269,2,0.01,0.5,Training1009
0.5546448087431693,0.06313012343352487,3,0.01,0.5,Training1009
0.5491803278688525,0.05163478752473397,1,0.1,0.5,Training1009
0.5765027322404371,0.11764705882352938,2,0.1,0.5,Training1009
0.5546448087431693,0.06571240642716183,3,0.1,0.5,Training1009
0.5409836065573771,0.028686970807532026,1,0.001,1,Training1009
0.5437158469945356,0.03614343835746052,2,0.001,1,Training1009
0.5382513661202186,0.026626380889434496,3,0.001,1,Training1009
0.5300546448087432,0,1,0.01,1,Training1009
0.546448087431694,0.04357408223663513,2,0.01,1,Training1009
0.5601092896174863,0.07398560517962081,3,0.01,1,Training1009
0.5273224043715847,-5.688821465818129e-4,1,0.1,1,Training1009
0.5300546448087432,0,2,0.1,1,Training1009
0.5382513661202186,0.03860859834001678,3,0.1,1,Training1009
0.5327868852459017,0.0030583962534645546,1,0.001,0.25,Training1010
0.5628415300546448,0.08089273942932461,2,0.001,0.25,Training1010
0.43989071038251365,-0.08259025192624019,3,0.001,0.25,Training1010
0.5737704918032787,0.1105710814094775,1,0.01,0.25,Training1010
0.5300546448087432,-0.003923069562721241,2,0.01,0.25,Training1010
0.5355191256830601,0.010023866348448587,3,0.01,0.25,Training1010
0.5382513661202186,0.016222922034545475,1,0.1,0.25,Training1010
0.5491803278688525,0.04024029751120444,2,0.1,0.25,Training1010
0.5573770491803278,0.07289614410357431,3,0.1,0.25,Training1010
0.5409836065573771,0.027611727867919236,1,0.001,0.5,Training1010
0.5327868852459017,0,2,0.001,0.5,Training1010
0.5546448087431693,0.06118402417146622,3,0.001,0.5,Training1010
0.546448087431694,0.03479172624154051,1,0.01,0.5,Training1010
0.5491803278688525,0.04678473340278449,2,0.01,0.5,Training1010
0.5355191256830601,0.010023866348448587,3,0.01,0.5,Training1010
0.5491803278688525,0.04678473340278449,1,0.1,0.5,Training1010
0.5655737704918032,0.09312762973352025,2,0.1,0.5,Training1010
0.5300546448087432,0.002187351402757925,3,0.1,0.5,Training1010
0.5327868852459017,0,1,0.001,1,Training1010
0.5546448087431693,0.06118402417146622,2,0.001,1,Training1010
0.43169398907103823,-0.10263317980359787,3,0.001,1,Training1010
0.5519125683060109,0.049320535968830063,1,0.01,1,Training1010
0.5519125683060109,0.05148383426566771,2,0.01,1,Training1010
0.5437158469945356,0.02934730824201997,3,0.01,1,Training1010
0.5546448087431693,0.059051764928550944,1,0.1,1,Training1010
0.5546448087431693,0.06330664154498326,2,0.1,1,Training1010
0.546448087431694,0.03772688396845017,3,0.1,1,Training1010
0.5683060109289617,0.10065318818040422,1,0.001,0.25,Training1011
0.5409836065573771,0.023193747219927577,2,0.001,0.25,Training1011
0.5792349726775956,0.11410788381742737,3,0.001,0.25,Training1011
0.5491803278688525,0.03545759463344523,1,0.01,0.25,Training1011
0.5710382513661202,0.10089187920513203,2,0.01,0.25,Training1011
0.5355191256830601,0,3,0.01,0.25,Training1011
0.5437158469945356,0.02699863096564664,1,0.1,0.25,Training1011
0.5655737704918032,0.0781878663076191,2,0.1,0.25,Training1011
0.5601092896174863,0.06889359415984556,3,0.1,0.25,Training1011
0.5355191256830601,0,1,0.001,0.5,Training1011
0.5355191256830601,0,2,0.001,0.5,Training1011
0.49453551912568305,-0.05431160661455591,3,0.001,0.5,Training1011
0.5382513661202186,0.006297593419657436,1,0.01,0.5,Training1011
0.5273224043715847,-0.010468864702690704,2,0.01,0.5,Training1011
0.5601092896174863,0.06505251800844085,3,0.01,0.5,Training1011
0.5546448087431693,0.053438263573763085,1,0.1,0.5,Training1011
0.5683060109289617,0.08811656364324456,2,0.1,0.5,Training1011
0.5519125683060109,0.04566268125158985,3,0.1,0.5,Training1011
0.5355191256830601,0,1,0.001,1,Training1011
0.42896174863387976,-0.12033158557661341,2,0.001,1,Training1011
0.5628415300546448,0.0765737353349312,3,0.001,1,Training1011
0.5546448087431693,0.05499762395057805,1,0.01,1,Training1011
0.5355191256830601,8.350462487151945e-4,2,0.01,1,Training1011
0.5601092896174863,0.06195676398484477,3,0.01,1,Training1011
0.5382513661202186,0.00795509222133138,1,0.1,1,Training1011
0.5628415300546448,0.07883974076637498,2,0.1,1,Training1011
0.5300546448087432,-0.010919835560123464,3,0.1,1,Training1011
0.5710382513661202,0.09500110246637458,1,0.001,0.25,Training1012
0.5355191256830601,8.350462487151945e-4,2,0.001,0.25,Training1012
0.5437158469945356,0.023766171538093038,3,0.001,0.25,Training1012
0.412568306010929,-0.1343520253711979,1,0.01,0.25,Training1012
0.5355191256830601,0.0016686990565434646,2,0.01,0.25,Training1012
0.5355191256830601,0,3,0.01,0.25,Training1012
0.5437158469945356,0.02699863096564664,1,0.1,0.25,Training1012
0.5601092896174863,0.06040118633797865,2,0.1,0.25,Training1012
0.5546448087431693,0.047149017728797184,3,0.1,0.25,Training1012
0.5710382513661202,0.09500110246637458,1,0.001,0.5,Training1012
0.5437158469945356,0.0286068465719463,2,0.001,0.5,Training1012
0.4344262295081967,-0.1346712595477011,3,0.001,0.5,Training1012
0.5846994535519126,0.1403671425922491,1,0.01,0.5,Training1012
