Accuracy,Kappa,sigma,C,Resample
0.5382513661202186,0,0.037935124140244136,1,Training1024
0.5519125683060109,0.06309118721318628,0.13747544815911564,1,Training1024
0.5218579234972678,-0.022542226763306767,0.23701577217798714,1,Training1024
0.42896174863387976,-0.16100537291685657,0.037935124140244136,0.25,Training1025
0.546448087431694,0.03991656395183461,0.13747544815911564,0.25,Training1025
0.5355191256830601,-0.004552940036810817,0.23701577217798714,0.25,Training1025
0.5382513661202186,0,0.037935124140244136,0.5,Training1025
0.5382513661202186,0.008972345948024577,0.13747544815911564,0.5,Training1025
0.5300546448087432,-0.012708728805379278,0.23701577217798714,0.5,Training1025
0.4426229508196721,-0.1405004124278253,0.037935124140244136,1,Training1025
0.5546448087431693,0.06758150729892774,0.13747544815911564,1,Training1025
0.5300546448087432,-0.014536663980660806,0.23701577217798714,1,Training1025
0.5409836065573771,0.01587708066581296,0.037935124140244136,0.25,Training1026
0.5573770491803278,0.07036688617121338,0.13747544815911564,0.25,Training1026
0.5300546448087432,-0.0050450220320582525,0.23701577217798714,0.25,Training1026
0.5683060109289617,0.095533033033033,0.037935124140244136,0.5,Training1026
0.5437158469945356,0.037357860585252124,0.13747544815911564,0.5,Training1026
0.5327868852459017,-0.0012798771317952932,0.23701577217798714,0.5,Training1026
0.5628415300546448,0.07733030818680264,0.037935124140244136,1,Training1026
0.5601092896174863,0.08468731554257655,0.13747544815911564,1,Training1026
0.43989071038251365,-0.14602107835649933,0.23701577217798714,1,Training1026
0.5437158469945356,0.023766171538093038,0.037935124140244136,0.25,Training1027
0.5355191256830601,0,0.13747544815911564,0.25,Training1027
0.5245901639344263,-0.006702497628833407,0.23701577217798714,0.25,Training1027
0.5710382513661202,0.09351632749645035,0.037935124140244136,0.5,Training1027
0.5683060109289617,0.09919621160196883,0.13747544815911564,0.5,Training1027
0.5273224043715847,-0.00879457030876597,0.23701577217798714,0.5,Training1027
0.5683060109289617,0.09258096911875467,0.037935124140244136,1,Training1027
0.5573770491803278,0.07937395192845148,0.13747544815911564,1,Training1027
0.5273224043715847,0.008456262332049281,0.23701577217798714,1,Training1027
0.5382513661202186,0,0.037935124140244136,0.25,Training1028
0.5628415300546448,0.08112348972226566,0.13747544815911564,0.25,Training1028
0.5245901639344263,-0.010825053172915164,0.23701577217798714,0.25,Training1028
0.5628415300546448,0.08434187071957958,0.037935124140244136,0.5,Training1028
0.5710382513661202,0.10032879286049783,0.13747544815911564,0.5,Training1028
0.5300546448087432,0.006972268668959152,0.23701577217798714,0.5,Training1028
0.5655737704918032,0.08080871900173732,0.037935124140244136,1,Training1028
0.5546448087431693,0.07325939043713288,0.13747544815911564,1,Training1028
0.42896174863387976,-0.16795431642593228,0.23701577217798714,1,Training1028
0.5163934426229508,-0.022346368715083716,0.037935124140244136,0.25,Training1029
0.5382513661202186,0.009860733151912904,0.13747544815911564,0.25,Training1029
0.5437158469945356,0.038811133826073235,0.23701577217798714,0.25,Training1029
0.5382513661202186,0,0.037935124140244136,0.5,Training1029
0.5655737704918032,0.08566131414385811,0.13747544815911564,0.5,Training1029
0.5491803278688525,0.05861262665627442,0.23701577217798714,0.5,Training1029
0.44808743169398907,-0.11219424135752346,0.037935124140244136,1,Training1029
0.5491803278688525,0.05779012076013371,0.13747544815911564,1,Training1029
0.5355191256830601,0.027113237639553478,0.23701577217798714,1,Training1029
0.587431693989071,0.12473472490576792,0.037935124140244136,0.25,Training1030
0.5519125683060109,0.05815157696532228,0.13747544815911564,0.25,Training1030
0.5519125683060109,0.06145041748756905,0.23701577217798714,0.25,Training1030
0.5737704918032787,0.10488194901702567,0.037935124140244136,0.5,Training1030
0.5737704918032787,0.10409540247920904,0.13747544815911564,0.5,Training1030
0.5355191256830601,0.023693707829907436,0.23701577217798714,0.5,Training1030
0.5655737704918032,0.08646510313647902,0.037935124140244136,1,Training1030
0.546448087431694,0.04582718220937917,0.13747544815911564,1,Training1030
0.5273224043715847,-0.0018987942656413547,0.23701577217798714,1,Training1030
0.5546448087431693,0.04586891852989125,0.037935124140244136,0.25,Training1031
0.5382513661202186,0,0.13747544815911564,0.25,Training1031
0.5519125683060109,0.05980389085554948,0.23701577217798714,0.25,Training1031
0.5765027322404371,0.10630454645704003,0.037935124140244136,0.5,Training1031
0.5573770491803278,0.06717850287907862,0.13747544815911564,0.5,Training1031
0.5300546448087432,0.007848699763593451,0.23701577217798714,0.5,Training1031
0.5683060109289617,0.07967024222554661,0.037935124140244136,1,Training1031
0.5519125683060109,0.06554161347572916,0.13747544815911564,1,Training1031
0.5245901639344263,0.002474859810156329,0.23701577217798714,1,Training1031
0.42896174863387976,-0.12375495813133555,0.037935124140244136,0.25,Training1032
0.5382513661202186,0,0.13747544815911564,0.25,Training1032
0.5273224043715847,-0.004569252736791951,0.23701577217798714,0.25,Training1032
0.5792349726775956,0.12632916886257226,0.037935124140244136,0.5,Training1032
0.5792349726775956,0.12404811487893563,0.13747544815911564,0.5,Training1032
0.5382513661202186,0,0.23701577217798714,0.5,Training1032
0.5655737704918032,0.09363610877488084,0.037935124140244136,1,Training1032
0.5519125683060109,0.05980389085554948,0.13747544815911564,1,Training1032
0.5245901639344263,0.0015990969805287551,0.23701577217798714,1,Training1032
0.5382513661202186,0.008781769815070097,0.037935124140244136,0.25,Training1033
0.5355191256830601,0.01156510135349813,0.13747544815911564,0.25,Training1033
0.5245901639344263,-0.013366431162879534,0.23701577217798714,0.25,Training1033
0.49453551912568305,-0.06118546845124298,0.037935124140244136,0.5,Training1033
0.412568306010929,-0.1757762304634971,0.13747544815911564,0.5,Training1033
0.5355191256830601,0,0.23701577217798714,0.5,Training1033
0.5601092896174863,0.08394739296707375,0.037935124140244136,1,Training1033
0.5519125683060109,0.07398950941067554,0.13747544815911564,1,Training1033
0.5218579234972678,-5.623769800356978e-4,0.23701577217798714,1,Training1033
0.5327868852459017,0,0.037935124140244136,0.25,Training1034
0.4426229508196721,-0.1367497944642369,0.13747544815911564,0.25,Training1034
0.5245901639344263,-0.008647724033070361,0.23701577217798714,0.25,Training1034
0.5792349726775956,0.11735412947477208,0.037935124140244136,0.5,Training1034
0.5765027322404371,0.11857928591404857,0.13747544815911564,0.5,Training1034
0.5327868852459017,0,0.23701577217798714,0.5,Training1034
0.5683060109289617,0.10319158835023719,0.037935124140244136,1,Training1034
0.5437158469945356,0.05316479226693933,0.13747544815911564,1,Training1034
0.5409836065573771,0.04714086471408643,0.23701577217798714,1,Training1034
0.592896174863388,0.1508517330509793,0.037935124140244136,0.25,Training1035
0.4180327868852459,-0.13830563910872293,0.13747544815911564,0.25,Training1035
0.46994535519125685,-0.10247810694987892,0.23701577217798714,0.25,Training1035
0.4890710382513661,-0.0735326410891866,0.037935124140244136,0.5,Training1035
0.5737704918032787,0.10915558884104087,0.13747544815911564,0.5,Training1035
0.5245901639344263,-0.01002347268920893,0.23701577217798714,0.5,Training1035
0.5765027322404371,0.11665784310672338,0.037935124140244136,1,Training1035
0.5573770491803278,0.08601553829078795,0.13747544815911564,1,Training1035
0.5355191256830601,0,0.23701577217798714,1,Training1035
0.5683060109289617,0.08133697655207459,0.037935124140244136,0.25,Training1036
0.5628415300546448,0.081843838193791,0.13747544815911564,0.25,Training1036
0.5355191256830601,0,0.23701577217798714,0.25,Training1036
0.5846994535519126,0.1334039504018941,0.037935124140244136,0.5,Training1036
0.5355191256830601,0,0.13747544815911564,0.5,Training1036
0.5573770491803278,0.08085818813170444,0.23701577217798714,0.5,Training1036
0.5792349726775956,0.1304535637149027,0.037935124140244136,1,Training1036
0.5191256830601093,-0.023320836245790212,0.13747544815911564,1,Training1036
0.5327868852459017,0.02783559601105974,0.23701577217798714,1,Training1036
0.5710382513661202,0.08978298748613962,0.037935124140244136,0.25,Training1037
0.4344262295081967,-0.14627651526613628,0.13747544815911564,0.25,Training1037
0.5546448087431693,0.07481157532334594,0.23701577217798714,0.25,Training1037
0.5765027322404371,0.10359321176879545,0.037935124140244136,0.5,Training1037
0.5737704918032787,0.10987777500623595,0.13747544815911564,0.5,Training1037
0.5546448087431693,0.07852707670445748,0.23701577217798714,0.5,Training1037
0.5765027322404371,0.11234548583946156,0.037935124140244136,1,Training1037
0.5519125683060109,0.058889934148635754,0.13747544815911564,1,Training1037
0.5218579234972678,0.0018700327255727338,0.23701577217798714,1,Training1037
0.5819672131147541,0.11549518243563407,0.037935124140244136,0.25,Training1038
0.5409836065573771,0.024030983143392297,0.13747544815911564,0.25,Training1038
0.5573770491803278,0.07126969706462816,0.23701577217798714,0.25,Training1038
0.5655737704918032,0.09284489477786424,0.037935124140244136,0.5,Training1038
0.5765027322404371,0.11411974140354153,0.13747544815911564,0.5,Training1038
0.5382513661202186,0.02815573641705691,0.23701577217798714,0.5,Training1038
0.44808743169398907,-0.1351450944265315,0.037935124140244136,1,Training1038
0.5327868852459017,0.009683850754770698,0.13747544815911564,1,Training1038
0.5300546448087432,0.018246467671002103,0.23701577217798714,1,Training1038
0.5355191256830601,0,0.037935124140244136,0.25,Training1039
0.5273224043715847,-0.00297798194202435,0.13747544815911564,0.25,Training1039
0.546448087431694,0.046635701732362686,0.23701577217798714,0.25,Training1039
0.5819672131147541,0.12522260755459727,0.037935124140244136,0.5,Training1039
0.5765027322404371,0.11665784310672338,0.13747544815911564,0.5,Training1039
0.5327868852459017,0.0012128562765311678,0.23701577217798714,0.5,Training1039
0.5765027322404371,0.11665784310672338,0.037935124140244136,1,Training1039
0.5546448087431693,0.0657709292492717,0.13747544815911564,1,Training1039
0.5136612021857924,-0.028999241849886205,0.23701577217798714,1,Training1039
0.5601092896174863,0.060101445114364854,0.037935124140244136,0.25,Training1040
0.5846994535519126,0.13391661736774904,0.13747544815911564,0.25,Training1040
0.5327868852459017,0.014921144584002299,0.23701577217798714,0.25,Training1040
0.5710382513661202,0.08995597225301695,0.037935124140244136,0.5,Training1040
0.5382513661202186,0,0.13747544815911564,0.5,Training1040
0.5191256830601093,-0.021535729011386485,0.23701577217798714,0.5,Training1040
0.44808743169398907,-0.11501221608904184,0.037935124140244136,1,Training1040
0.5218579234972678,-0.01889853965829924,0.13747544815911564,1,Training1040
0.5081967213114754,-0.04382545869379222,0.23701577217798714,1,Training1040
0.5382513661202186,9.045388467131e-4,0.037935124140244136,0.25,Training1041
0.5901639344262295,0.14232151226370865,0.13747544815911564,0.25,Training1041
0.5382513661202186,0.01427888446215131,0.23701577217798714,0.25,Training1041
0.5437158469945356,0.012728153771604083,0.037935124140244136,0.5,Training1041
0.5683060109289617,0.1051898616655833,0.13747544815911564,0.5,Training1041
0.5382513661202186,0.033259354193367,0.23701577217798714,0.5,Training1041
0.5382513661202186,0,0.037935124140244136,1,Training1041
0.5628415300546448,0.09150144279996263,0.13747544815911564,1,Training1041
0.5273224043715847,0.010377918789659685,0.23701577217798714,1,Training1041
0.592896174863388,0.14617191169563173,0.037935124140244136,0.25,Training1042
0.5382513661202186,0,0.13747544815911564,0.25,Training1042
0.546448087431694,0.04750258677452748,0.23701577217798714,0.25,Training1042
0.5382513661202186,0,0.037935124140244136,0.5,Training1042
0.5683060109289617,0.10207757523058286,0.13747544815911564,0.5,Training1042
0.5327868852459017,0.016654620871696623,0.23701577217798714,0.5,Training1042
0.5710382513661202,0.08263354513234752,0.037935124140244136,1,Training1042
0.5573770491803278,0.08412369860051261,0.13747544815911564,1,Training1042
0.5273224043715847,0.01383048313241766,0.23701577217798714,1,Training1042
0.4262295081967213,-0.16581725518747747,0.037935124140244136,0.25,Training1043
0.5765027322404371,0.11660282163879268,0.13747544815911564,0.25,Training1043
0.5327868852459017,0.01062316228777399,0.23701577217798714,0.25,Training1043
0.5437158469945356,0.009335796946416309,0.037935124140244136,0.5,Training1043
0.5409836065573771,0.00678426051560405,0.13747544815911564,0.5,Training1043
0.5191256830601093,-0.027565084226646164,0.23701577217798714,0.5,Training1043
0.5683060109289617,0.08627227910504352,0.037935124140244136,1,Training1043
0.4207650273224044,-0.16002870470039474,0.13747544815911564,1,Training1043
0.5546448087431693,0.07704446300937506,0.23701577217798714,1,Training1043
0.4371584699453552,-0.15890436226136695,0.037935124140244136,0.25,Training1044
0.5710382513661202,0.09035934779167304,0.13747544815911564,0.25,Training1044
0.5437158469945356,0,0.23701577217798714,0.25,Training1044
0.48633879781420764,-0.08980328803573129,0.037935124140244136,0.5,Training1044
0.5737704918032787,0.10923897781522023,0.13747544815911564,0.5,Training1044
0.5573770491803278,0.07312802876348279,0.23701577217798714,0.5,Training1044
0.587431693989071,0.1441977143918981,0.037935124140244136,1,Training1044
0.5409836065573771,-0.00546162148019771,0.13747544815911564,1,Training1044
0.5491803278688525,0.06392410949561353,0.23701577217798714,1,Training1044
0.5409836065573771,0,0.037935124140244136,0.25,Training1045
0.5819672131147541,0.13205617037105905,0.13747544815911564,0.25,Training1045
0.5437158469945356,0.01125885664369618,0.23701577217798714,0.25,Training1045
0.42896174863387976,-0.14928333183088466,0.037935124140244136,0.5,Training1045
0.5655737704918032,0.10385290584865563,0.13747544815911564,0.5,Training1045
0.5273224043715847,-9.484966328368543e-4,0.23701577217798714,0.5,Training1045
0.5765027322404371,0.11411974140354153,0.037935124140244136,1,Training1045
0.5601092896174863,0.08752206633838137,0.13747544815911564,1,Training1045
0.5245901639344263,3.7671877943120866e-4,0.23701577217798714,1,Training1045
0.5983606557377049,0.16928635395114713,0.037935124140244136,0.25,Training1046
0.4644808743169399,-0.11776621272087004,0.13747544815911564,0.25,Training1046
0.5300546448087432,-0.005462386200287446,0.23701577217798714,0.25,Training1046
0.5983606557377049,0.16928635395114713,0.037935124140244136,0.5,Training1046
0.5737704918032787,0.11267211637086985,0.13747544815911564,0.5,Training1046
0.5437158469945356,0.04720187061574439,0.23701577217798714,0.5,Training1046
0.587431693989071,0.14741908611273952,0.037935124140244136,1,Training1046
0.5382513661202186,0.02386137676356419,0.13747544815911564,1,Training1046
0.5245901639344263,0.006830728922990486,0.23701577217798714,1,Training1046
0.592896174863388,0.14989867498051435,0.037935124140244136,0.25,Training1047
0.5546448087431693,0.05934849105988441,0.13747544815911564,0.25,Training1047
0.5382513661202186,0,0.23701577217798714,0.25,Training1047
0.5710382513661202,0.09237087347970291,0.037935124140244136,0.5,Training1047
0.5737704918032787,0.11498279443221605,0.13747544815911564,0.5,Training1047
0.5519125683060109,0.06797925530263028,0.23701577217798714,0.5,Training1047
0.5846994535519126,0.14288355467907432,0.037935124140244136,1,Training1047
0.5355191256830601,-0.004552940036810817,0.13747544815911564,1,Training1047
0.546448087431694,0.06313030069390901,0.23701577217798714,1,Training1047
0.5655737704918032,0.12159999999999992,0.037935124140244136,0.25,Training1048
0.5819672131147541,0.13016869116779017,0.13747544815911564,0.25,Training1048
0.5409836065573771,0.03985009369144298,0.23701577217798714,0.25,Training1048
0.5737704918032787,0.11632514084071058,0.037935124140244136,0.5,Training1048
0.5382513661202186,0.02423095125414099,0.13747544815911564,0.5,Training1048
0.5437158469945356,0.05134254229396242,0.23701577217798714,0.5,Training1048
0.5846994535519126,0.13967586292218218,0.037935124140244136,1,Training1048
0.546448087431694,0.06718663636921948,0.13747544815911564,1,Training1048
0.5273224043715847,0.023563519723652903,0.23701577217798714,1,Training1048
0.5355191256830601,0,0.037935124140244136,0.25,Training1049
0.5546448087431693,0.06653105930214341,0.13747544815911564,0.25,Training1049
0.5655737704918032,0.10687866417017078,0.23701577217798714,0.25,Training1049
0.5765027322404371,0.11306713361058121,0.037935124140244136,0.5,Training1049
0.5628415300546448,0.10447761194029846,0.13747544815911564,0.5,Training1049
0.5409836065573771,0.048350151674611555,0.23701577217798714,0.5,Training1049
0.5355191256830601,0,0.037935124140244136,1,Training1049
0.5437158469945356,0.06194174161269528,0.13747544815911564,1,Training1049
0.5,-0.04885840458517337,0.23701577217798714,1,Training1049
